"Region","Year","Gender","Location of Placement","Type of Placement","Measure Type","Variable","Value"
"Region 6: Central","SFY 2014-2015","Female","In State","Special Study","Number","Children in Placement",22
"Region 6: Central","SFY 2014-2015","Female","In State","Therapeutic Foster Care","Number","Children in Placement",55
"Region 6: Central","SFY 2014-2015","Female","In State","PDC or Safe Home","Number","Children in Placement",2
"Region 6: Central","SFY 2014-2015","Female","In State","Shelter","Number","Children in Placement",5
"Region 6: Central","SFY 2014-2015","Female","In State","Group Home","Number","Children in Placement",16
"Region 6: Central","SFY 2014-2015","Female","In State","Residential Treatment Center","Number","Children in Placement",13
"Region 6: Central","SFY 2014-2015","Female","In State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Female","In State","Solnit Center","Number","Children in Placement",4
"Region 6: Central","SFY 2014-2015","Female","In State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Female","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",1
"Region 6: Central","SFY 2014-2015","Female","In State","Independent Living","Number","Children in Placement",13
"Region 6: Central","SFY 2014-2015","Female","In State","Total","Number","Children in Placement",280
"Region 6: Central","SFY 2014-2015","Female","Out of State","Foster Care","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Female","Out of State","Relative Foster Care","Number","Children in Placement",4
"Region 6: Central","SFY 2014-2015","Female","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Female","Out of State","Therapeutic Foster Care","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Female","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Female","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Female","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Female","Out of State","Residential Treatment Center","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Female","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Female","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Female","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Female","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Female","Out of State","Independent Living","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Female","Out of State","Total","Number","Children in Placement",4
"Region 6: Central","SFY 2014-2015","Male","In State","Foster Care","Number","Children in Placement",58
"Region 6: Central","SFY 2014-2015","Male","In State","Relative Foster Care","Number","Children in Placement",66
"Region 6: Central","SFY 2014-2015","Male","In State","Special Study","Number","Children in Placement",12
"Region 6: Central","SFY 2014-2015","Male","In State","Therapeutic Foster Care","Number","Children in Placement",44
"Region 6: Central","SFY 2014-2015","Male","In State","PDC or Safe Home","Number","Children in Placement",1
"Region 6: Central","SFY 2014-2015","Male","In State","Shelter","Number","Children in Placement",6
"Region 6: Central","SFY 2014-2015","Male","In State","Group Home","Number","Children in Placement",30
"Region 6: Central","SFY 2014-2015","Male","In State","Residential Treatment Center","Number","Children in Placement",9
"Region 6: Central","SFY 2014-2015","Male","In State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Male","In State","Solnit Center","Number","Children in Placement",4
"Region 6: Central","SFY 2014-2015","Male","In State","Connecticut Juvenile Training School","Number","Children in Placement",15
"Region 6: Central","SFY 2014-2015","Male","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",1
"Region 6: Central","SFY 2014-2015","Male","In State","Independent Living","Number","Children in Placement",10
"Region 6: Central","SFY 2014-2015","Male","In State","Total","Number","Children in Placement",256
"Region 6: Central","SFY 2014-2015","Male","Out of State","Foster Care","Number","Children in Placement",1
"Region 6: Central","SFY 2014-2015","Male","Out of State","Relative Foster Care","Number","Children in Placement",4
"Region 6: Central","SFY 2014-2015","Male","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Male","Out of State","Therapeutic Foster Care","Number","Children in Placement",3
"Region 6: Central","SFY 2014-2015","Male","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Male","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Male","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Male","Out of State","Residential Treatment Center","Number","Children in Placement",2
"Region 6: Central","SFY 2014-2015","Male","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Male","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Male","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Male","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Male","Out of State","Independent Living","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Male","Out of State","Total","Number","Children in Placement",10
"Region 6: Central","SFY 2014-2015","Total","In State","Foster Care","Number","Children in Placement",141
"Region 6: Central","SFY 2014-2015","Total","In State","Relative Foster Care","Number","Children in Placement",132
"Region 6: Central","SFY 2014-2015","Total","In State","Special Study","Number","Children in Placement",34
"Region 6: Central","SFY 2014-2015","Total","In State","Therapeutic Foster Care","Number","Children in Placement",99
"Region 6: Central","SFY 2014-2015","Total","In State","PDC or Safe Home","Number","Children in Placement",3
"Region 6: Central","SFY 2014-2015","Total","In State","Shelter","Number","Children in Placement",11
"Region 6: Central","SFY 2014-2015","Total","In State","Group Home","Number","Children in Placement",46
"Region 6: Central","SFY 2014-2015","Total","In State","Residential Treatment Center","Number","Children in Placement",22
"Region 6: Central","SFY 2014-2015","Total","In State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Total","In State","Solnit Center","Number","Children in Placement",8
"Region 6: Central","SFY 2014-2015","Total","In State","Connecticut Juvenile Training School","Number","Children in Placement",15
"Region 6: Central","SFY 2014-2015","Total","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",2
"Region 6: Central","SFY 2014-2015","Total","In State","Independent Living","Number","Children in Placement",23
"Region 6: Central","SFY 2014-2015","Total","In State","Total","Number","Children in Placement",536
"Region 6: Central","SFY 2014-2015","Total","Out of State","Foster Care","Number","Children in Placement",1
"Region 6: Central","SFY 2014-2015","Total","Out of State","Relative Foster Care","Number","Children in Placement",8
"Region 6: Central","SFY 2014-2015","Total","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Total","Out of State","Therapeutic Foster Care","Number","Children in Placement",3
"Region 6: Central","SFY 2014-2015","Total","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Total","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Total","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Total","Out of State","Residential Treatment Center","Number","Children in Placement",2
"Region 6: Central","SFY 2014-2015","Total","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Total","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Total","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Total","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Total","Out of State","Independent Living","Number","Children in Placement",0
"Region 6: Central","SFY 2014-2015","Total","Out of State","Total","Number","Children in Placement",14
"Region 6: Central","SFY 2015-2016","Female","In State","Foster Care","Number","Children in Placement",89
"Region 6: Central","SFY 2015-2016","Female","In State","Relative Foster Care","Number","Children in Placement",68
"Region 6: Central","SFY 2015-2016","Female","In State","Special Study","Number","Children in Placement",18
"Region 6: Central","SFY 2015-2016","Female","In State","Therapeutic Foster Care","Number","Children in Placement",50
"Region 6: Central","SFY 2015-2016","Female","In State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Female","In State","Shelter","Number","Children in Placement",3
"Region 6: Central","SFY 2015-2016","Female","In State","Group Home","Number","Children in Placement",16
"Region 6: Central","SFY 2015-2016","Female","In State","Residential Treatment Center","Number","Children in Placement",8
"Region 6: Central","SFY 2015-2016","Female","In State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Female","In State","Solnit Center","Number","Children in Placement",3
"Region 6: Central","SFY 2015-2016","Female","In State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Female","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",2
"Region 6: Central","SFY 2015-2016","Female","In State","Independent Living","Number","Children in Placement",18
"Region 6: Central","SFY 2015-2016","Female","In State","Total","Number","Children in Placement",275
"Region 6: Central","SFY 2015-2016","Female","Out of State","Foster Care","Number","Children in Placement",1
"Region 6: Central","SFY 2015-2016","Female","Out of State","Relative Foster Care","Number","Children in Placement",2
"Region 6: Central","SFY 2015-2016","Female","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Female","Out of State","Therapeutic Foster Care","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Female","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Female","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Female","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Female","Out of State","Residential Treatment Center","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Female","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Female","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Female","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Female","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Female","Out of State","Independent Living","Number","Children in Placement",1
"Region 6: Central","SFY 2015-2016","Female","Out of State","Total","Number","Children in Placement",4
"Region 6: Central","SFY 2015-2016","Male","In State","Foster Care","Number","Children in Placement",63
"Region 6: Central","SFY 2015-2016","Male","In State","Relative Foster Care","Number","Children in Placement",68
"Region 6: Central","SFY 2015-2016","Male","In State","Special Study","Number","Children in Placement",15
"Region 6: Central","SFY 2015-2016","Male","In State","Therapeutic Foster Care","Number","Children in Placement",53
"Region 6: Central","SFY 2015-2016","Male","In State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Male","In State","Shelter","Number","Children in Placement",3
"Region 6: Central","SFY 2015-2016","Male","In State","Group Home","Number","Children in Placement",29
"Region 6: Central","SFY 2015-2016","Male","In State","Residential Treatment Center","Number","Children in Placement",14
"Region 6: Central","SFY 2015-2016","Male","In State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Male","In State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Male","In State","Connecticut Juvenile Training School","Number","Children in Placement",11
"Region 6: Central","SFY 2015-2016","Male","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",1
"Region 6: Central","SFY 2015-2016","Male","In State","Independent Living","Number","Children in Placement",15
"Region 6: Central","SFY 2015-2016","Male","In State","Total","Number","Children in Placement",272
"Region 6: Central","SFY 2015-2016","Male","Out of State","Foster Care","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Male","Out of State","Relative Foster Care","Number","Children in Placement",1
"Region 6: Central","SFY 2015-2016","Male","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Male","Out of State","Therapeutic Foster Care","Number","Children in Placement",1
"Region 6: Central","SFY 2015-2016","Male","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Male","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Male","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Male","Out of State","Residential Treatment Center","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Male","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Male","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Male","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Male","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Male","Out of State","Independent Living","Number","Children in Placement",4
"Region 6: Central","SFY 2015-2016","Male","Out of State","Total","Number","Children in Placement",6
"Region 6: Central","SFY 2015-2016","Total","In State","Foster Care","Number","Children in Placement",152
"Region 6: Central","SFY 2015-2016","Total","In State","Relative Foster Care","Number","Children in Placement",136
"Region 6: Central","SFY 2015-2016","Total","In State","Special Study","Number","Children in Placement",33
"Region 6: Central","SFY 2015-2016","Total","In State","Therapeutic Foster Care","Number","Children in Placement",103
"Region 6: Central","SFY 2015-2016","Total","In State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Total","In State","Shelter","Number","Children in Placement",6
"Region 6: Central","SFY 2015-2016","Total","In State","Group Home","Number","Children in Placement",45
"Region 6: Central","SFY 2015-2016","Total","In State","Residential Treatment Center","Number","Children in Placement",22
"Region 6: Central","SFY 2015-2016","Total","In State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Total","In State","Solnit Center","Number","Children in Placement",3
"Region 6: Central","SFY 2015-2016","Total","In State","Connecticut Juvenile Training School","Number","Children in Placement",11
"Region 6: Central","SFY 2015-2016","Total","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",3
"Region 6: Central","SFY 2015-2016","Total","In State","Independent Living","Number","Children in Placement",33
"Region 6: Central","SFY 2015-2016","Total","In State","Total","Number","Children in Placement",547
"Region 6: Central","SFY 2015-2016","Total","Out of State","Foster Care","Number","Children in Placement",1
"Region 6: Central","SFY 2015-2016","Total","Out of State","Relative Foster Care","Number","Children in Placement",3
"Region 6: Central","SFY 2015-2016","Total","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Total","Out of State","Therapeutic Foster Care","Number","Children in Placement",1
"Region 6: Central","SFY 2015-2016","Total","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Total","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Total","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Total","Out of State","Residential Treatment Center","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Total","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Total","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Total","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Total","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2015-2016","Total","Out of State","Independent Living","Number","Children in Placement",5
"Region 6: Central","SFY 2015-2016","Total","Out of State","Total","Number","Children in Placement",10
"Region 6: Central","SFY 2016-2017","Female","In State","Foster Care","Number","Children in Placement",72
"Region 6: Central","SFY 2016-2017","Female","In State","Relative Foster Care","Number","Children in Placement",84
"Region 6: Central","SFY 2016-2017","Female","In State","Special Study","Number","Children in Placement",18
"Region 6: Central","SFY 2016-2017","Female","In State","Therapeutic Foster Care","Number","Children in Placement",53
"Region 6: Central","SFY 2016-2017","Female","In State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Female","In State","Shelter","Number","Children in Placement",1
"Region 6: Central","SFY 2016-2017","Female","In State","Group Home","Number","Children in Placement",12
"Region 6: Central","SFY 2016-2017","Female","In State","Residential Treatment Center","Number","Children in Placement",8
"Region 6: Central","SFY 2016-2017","Female","In State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Female","In State","Solnit Center","Number","Children in Placement",2
"Region 6: Central","SFY 2016-2017","Female","In State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Female","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",2
"Region 6: Central","SFY 2016-2017","Female","In State","Independent Living","Number","Children in Placement",24
"Region 6: Central","SFY 2016-2017","Female","In State","Total","Number","Children in Placement",276
"Region 6: Central","SFY 2016-2017","Female","Out of State","Foster Care","Number","Children in Placement",2
"Region 6: Central","SFY 2016-2017","Female","Out of State","Relative Foster Care","Number","Children in Placement",1
"Region 6: Central","SFY 2016-2017","Female","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Female","Out of State","Therapeutic Foster Care","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Female","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Female","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Female","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Female","Out of State","Residential Treatment Center","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Female","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Female","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Female","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Female","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Female","Out of State","Independent Living","Number","Children in Placement",1
"Region 6: Central","SFY 2016-2017","Female","Out of State","Total","Number","Children in Placement",4
"Region 6: Central","SFY 2016-2017","Male","In State","Foster Care","Number","Children in Placement",62
"Region 6: Central","SFY 2016-2017","Male","In State","Relative Foster Care","Number","Children in Placement",86
"Region 6: Central","SFY 2016-2017","Male","In State","Special Study","Number","Children in Placement",15
"Region 6: Central","SFY 2016-2017","Male","In State","Therapeutic Foster Care","Number","Children in Placement",55
"Region 6: Central","SFY 2016-2017","Male","In State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Male","In State","Shelter","Number","Children in Placement",1
"Region 6: Central","SFY 2016-2017","Male","In State","Group Home","Number","Children in Placement",30
"Region 6: Central","SFY 2016-2017","Male","In State","Residential Treatment Center","Number","Children in Placement",11
"Region 6: Central","SFY 2016-2017","Male","In State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Male","In State","Solnit Center","Number","Children in Placement",1
"Region 6: Central","SFY 2016-2017","Male","In State","Connecticut Juvenile Training School","Number","Children in Placement",5
"Region 6: Central","SFY 2016-2017","Male","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",3
"Region 6: Central","SFY 2016-2017","Male","In State","Independent Living","Number","Children in Placement",12
"Region 6: Central","SFY 2016-2017","Male","In State","Total","Number","Children in Placement",281
"Region 6: Central","SFY 2016-2017","Male","Out of State","Foster Care","Number","Children in Placement",1
"Region 6: Central","SFY 2016-2017","Male","Out of State","Relative Foster Care","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Male","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Male","Out of State","Therapeutic Foster Care","Number","Children in Placement",2
"Region 6: Central","SFY 2016-2017","Male","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Male","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Male","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Male","Out of State","Residential Treatment Center","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Male","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Male","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Male","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Male","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Male","Out of State","Independent Living","Number","Children in Placement",3
"Region 6: Central","SFY 2016-2017","Male","Out of State","Total","Number","Children in Placement",6
"Region 6: Central","SFY 2016-2017","Total","In State","Foster Care","Number","Children in Placement",134
"Region 6: Central","SFY 2016-2017","Total","In State","Relative Foster Care","Number","Children in Placement",170
"Region 6: Central","SFY 2016-2017","Total","In State","Special Study","Number","Children in Placement",33
"Region 6: Central","SFY 2016-2017","Total","In State","Therapeutic Foster Care","Number","Children in Placement",108
"Region 6: Central","SFY 2016-2017","Total","In State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Total","In State","Shelter","Number","Children in Placement",2
"Region 6: Central","SFY 2016-2017","Total","In State","Group Home","Number","Children in Placement",42
"Region 6: Central","SFY 2016-2017","Total","In State","Residential Treatment Center","Number","Children in Placement",19
"Region 6: Central","SFY 2016-2017","Total","In State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Total","In State","Solnit Center","Number","Children in Placement",3
"Region 6: Central","SFY 2016-2017","Total","In State","Connecticut Juvenile Training School","Number","Children in Placement",5
"Region 6: Central","SFY 2016-2017","Total","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",5
"Region 6: Central","SFY 2016-2017","Total","In State","Independent Living","Number","Children in Placement",36
"Region 6: Central","SFY 2016-2017","Total","In State","Total","Number","Children in Placement",557
"Region 6: Central","SFY 2016-2017","Total","Out of State","Foster Care","Number","Children in Placement",3
"Region 6: Central","SFY 2016-2017","Total","Out of State","Relative Foster Care","Number","Children in Placement",1
"Region 6: Central","SFY 2016-2017","Total","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Total","Out of State","Therapeutic Foster Care","Number","Children in Placement",2
"Region 6: Central","SFY 2016-2017","Total","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Total","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Total","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Total","Out of State","Residential Treatment Center","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Total","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Total","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Total","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Total","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2016-2017","Total","Out of State","Independent Living","Number","Children in Placement",4
"Region 6: Central","SFY 2016-2017","Total","Out of State","Total","Number","Children in Placement",10
"Region 6: Central","SFY 2017-2018","Female","In State","Foster Care","Number","Children in Placement",65
"Region 6: Central","SFY 2017-2018","Female","In State","Relative Foster Care","Number","Children in Placement",115
"Region 6: Central","SFY 2017-2018","Female","In State","Special Study","Number","Children in Placement",22
"Region 6: Central","SFY 2017-2018","Female","In State","Therapeutic Foster Care","Number","Children in Placement",44
"Region 6: Central","SFY 2017-2018","Female","In State","PDC or Safe Home","Number","Children in Placement",2
"Region 6: Central","SFY 2017-2018","Female","In State","Shelter","Number","Children in Placement",4
"Region 6: Central","SFY 2017-2018","Female","In State","Group Home","Number","Children in Placement",10
"Region 6: Central","SFY 2017-2018","Female","In State","Residential Treatment Center","Number","Children in Placement",7
"Region 6: Central","SFY 2017-2018","Female","In State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Female","In State","Solnit Center","Number","Children in Placement",2
"Region 6: Central","SFY 2017-2018","Female","In State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Female","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",3
"Region 6: Central","SFY 2017-2018","Female","In State","Independent Living","Number","Children in Placement",23
"Region 6: Central","SFY 2017-2018","Female","In State","Total","Number","Children in Placement",297
"Region 6: Central","SFY 2017-2018","Female","Out of State","Foster Care","Number","Children in Placement",3
"Region 6: Central","SFY 2017-2018","Female","Out of State","Relative Foster Care","Number","Children in Placement",2
"Region 6: Central","SFY 2017-2018","Female","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Female","Out of State","Therapeutic Foster Care","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Female","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Female","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Female","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Female","Out of State","Residential Treatment Center","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Female","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Female","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Female","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Female","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Female","Out of State","Independent Living","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Female","Out of State","Total","Number","Children in Placement",5
"Region 6: Central","SFY 2017-2018","Male","In State","Foster Care","Number","Children in Placement",75
"Region 6: Central","SFY 2017-2018","Male","In State","Relative Foster Care","Number","Children in Placement",95
"Region 6: Central","SFY 2017-2018","Male","In State","Special Study","Number","Children in Placement",14
"Region 6: Central","SFY 2017-2018","Male","In State","Therapeutic Foster Care","Number","Children in Placement",49
"Region 6: Central","SFY 2017-2018","Male","In State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Male","In State","Shelter","Number","Children in Placement",2
"Region 6: Central","SFY 2017-2018","Male","In State","Group Home","Number","Children in Placement",29
"Region 6: Central","SFY 2017-2018","Male","In State","Residential Treatment Center","Number","Children in Placement",8
"Region 6: Central","SFY 2017-2018","Male","In State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Male","In State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Male","In State","Connecticut Juvenile Training School","Number","Children in Placement",4
"Region 6: Central","SFY 2017-2018","Male","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",4
"Region 6: Central","SFY 2017-2018","Male","In State","Independent Living","Number","Children in Placement",9
"Region 6: Central","SFY 2017-2018","Male","In State","Total","Number","Children in Placement",289
"Region 6: Central","SFY 2017-2018","Male","Out of State","Foster Care","Number","Children in Placement",2
"Region 6: Central","SFY 2017-2018","Male","Out of State","Relative Foster Care","Number","Children in Placement",2
"Region 6: Central","SFY 2017-2018","Male","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Male","Out of State","Therapeutic Foster Care","Number","Children in Placement",3
"Region 6: Central","SFY 2017-2018","Male","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Male","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Male","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Male","Out of State","Residential Treatment Center","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Male","Out of State","High Meadows","Number","Children in Placement",0
